,Unnamed: 0,place_name,description,province,etymology
77,77,Baldwin,"Baldwin: mount 10,400 feet high in the Canadian
    Rockies, Cariboo range, British Columbia. This peak is
    visible to the south from the C.N.R. through the Yellow
    Head Pass. The mount was named in honour of Mr. Stanley Baldwin,
    Prime Minister of Great Britain, on the occasion of
    his visit to Canada in 1927, the provincial government of
    British Columbia making the suggestion to the Dominion
    government. He was the first British Prime Minister to
    visit Canada while in office. Mr. Baldwin was received
    everywhere with the greatest acclaim.",British Columbia,English
78,78,Ballantyne,"Ballantyne: township in Nipissing, Ontario, formed
    in 1879. It was named after Hon. Thomas Ballantyne, M.P.P.
    for South Perth. He was Speaker of the Ontario Legislature
    for four years.",Ontario,Scottish
79,79,Ballycanoe,"Ballycanoe: community or district in Yonge township,
    Leeds county, Ontario, settled 1820-’22 by immigrants
    from the vicinity of the village of Ballycanoe, Wexford
    county, Ireland. The origin of part of this name is uncertain. Bally is
    a term found in many Irish place-names and means
    “town, community”. In his History of the County of
    Wexford published in 1911, Herbert Hone states “The
    name [Ballycanew] probably signifies ‘Conway’s town’
    but no original Irish authority has been or probably ever
    will be discovered to prove whether this conjecture is
    correct.” After considerable investigation the writer is of the
    opinion that the name is a corruption of Bally-an-noe,[23] meaning “the new town”. In Irish an is the form of the
    definite article “the” and noe often occurs for “new”.",Ontario,Irish
80,80,Banff,"Banff: town in Alberta, situated at the headquarters
    of the Rocky Mountains Park (2,751 square miles), controlled
    by the Dominion Government. It took its name from Banffshire, Scotland, the birthplace
    of Lord Mount Stephen, a former president of the
    C.P.R.",Alberta,Scottish
81,81,Bangor,"Bangor: township in Hastings county, Ontario,
    erected in 1859. It is named after Bangor in Wales, situated in a very
    picturesque district.",Ontario,Welsh
82,82,Barrie,"Barrie: township and town in Simcoe county, Ontario,
    and also a village, Barriefield, near Kingston, Ontario. They were named after Commodore Robert Barrie
    who was stationed at Kingston during the War of 1812-’14,
    and for some years after. In 1828 he proceeded by
    way of Lake Simcoe on a tour of inspection of the naval
    depots of the Great Lakes.",Ontario,English
83,83,Barton,"Barton: township in Lincoln county, Ontario, formed
    in 1792. It takes its name from Barton in Lincolnshire, England.
    The early form of the word is Barntown. Remains
    of an early British fortress are still to be seen here.",Ontario,English
84,84,Bastard,"Bastard: township in Leeds county, Ontario, erected
    in 1798. It takes its name from an ancient family who resided
    in Devonshire, England. They trace their descent from
    Robert Bastard whose name and extensive lands are
    recorded in Doomsday Book. John Pollexfen Bastard,
    M.P. for Devonshire, voted against the Canada Bill (Constitutional
    Act of 1791.) [24]",Ontario,English
85,85,Bassano,"Bassano: town on the Canadian Pacific Railway, about
    eighty miles from Calgary, in Alberta. It was named after the Marquis de Bassano, Canadian
    Pacific Railway shareholder. At Bassano is the great Horseshoe Bend dam where
    the level of the Bow River has been raised forty feet.
    This dam is the second largest in the world, being
    exceeded in size only by the one at Assuan or Aswan
    which holds back the waters of the Nile. Horseshoe
    Bend dam has been the means by which the semi-arid
    lands of Southern Alberta have been irrigated into thousands
    of fertile farms.",Alberta,Other European
86,86,Bath,"Bath: county town of Addington county, Ontario. It is named after Bath, a city in Somersetshire in England,
    founded by the Romans in the 1st century B.C., and
    still noted for its mineral springs and baths. Bath is also the name of a glacier and brook, tributary
    to Bow River, Alberta. On July 20, 1881, Major Rogers
    of the C.P.R. engineering staff took an accidental “bath”
    by being thrown from his horse into the creek. This
    incident was the immediate occasion of their name.",Ontario,English
87,87,Bathurst,"Bathurst: township in Lanark county, Ontario,
    erected in 1816. It is named after Henry, Earl of Bathurst, son of
    Baron Apsley, a British statesman, who was the Colonial
    Secretary of the time.",Ontario,English
88,88,Battle,"Battle: lake and river in Alberta. They are so named from many a battle having taken
    place on their banks between the Cree and Blackfeet
    Indians.",Alberta,English
89,89,Battlefields,"Battlefields: park belonging to the city of Quebec. It
    comprises 230 acres, the whole of the strip bordering on
    the St. Lawrence from the Citadel to Wolfe’s Cove. The[25] Park lies immediately west of the historic Plains of
    Abraham and does not include any of it. The battle of
    September 13th, 1759, was fought on a farm of thirty-two
    acres formerly owned by Abraham Martin, the royal
    pilot of the 17th century. A large part of the suburbs of
    Quebec city is now built upon the original Plains of
    Abraham. In 1901 the Dominion Government purchased the
    renowned site of Battlefields Park from the Ursuline
    Ladies of Quebec, whose property it had been for many
    years, for eighty thousand dollars, and transferred it to
    the City of Quebec, on the Corporation undertaking its
    development and maintenance. On account of its commanding
    situation and ever-memorable associations this
    Park is destined to become a great Imperial shrine.",Quebec,English
90,90,Bayham,"Bayham: township in Elgin county, Ontario, surveyed
    in 1810. It was named after Viscount Bayham, M.P. for
    Bath, England. He voted for the Canada Act, commonly
    called the Constitutional Act of 1791. The ruins of Begeham,
    or Bayham, Abbey in Kent, built 1200 A.D., became
    a possession of his family and the origin of his title name.",Ontario,English
91,91,Beamsville,"Beamsville: village, Lincoln county, Ontario. It took its name from Jacob Beam, an early settler,
    who owned the land where the village is located and laid
    it out in town lots. He died about the year 1865.",Ontario,English
92,92,Beauce,"Beauce: county in Quebec. It was named after Beauce in France, a little district
    celebrated for its fertility.",Quebec,French
93,93,Beauharnois,"Beauharnois: county, town and canal connecting Lake
    St. Francis with Lake St. Louis in the province of Quebec. They take their name from M. Charles le Marquis de
    Beauharnois, who was appointed Governor-General of
    Canada or Viceroy of New France in 1726 and retained[26] the position for twenty-one years during which he displayed
    much enterprise and ability. The flow of water and the drop in the canal at Beauharnois
    is said to possess immense electric power possibilities.
    Installation of machinery to produce 500,000
    horse power is in progress with a contemplated enlargement
    to secure 2,000,000 horse power.",Quebec,French
94,94,Beckwith,"Beckwith: township in Lanark county, Ontario,
    formed in 1816. Beckwith is an English surname borne by a long line
    of illustrious soldiers. This township was probably
    named after Major-General George Beckwith. He was
    appointed to the chief command in Ireland in 1816, which
    he held till 1820, when he died unmarried.",Ontario,English
95,95,Bedford,"Bedford: township in Frontenac county, Ontario,
    erected in 1798. It is named after Bedfordshire in England, so designated
    in Alfred the Great’s reign, from Bedan Forda, “a
    fortification on the Ford”. In Bedford jail John Bunyan
    penned his immortal dream, The Pilgrim’s Progress.",Ontario,English
96,96,Beeton,"Beeton: village in Simcoe county, Ontario. It is so named because of a large apiary there. The
    place was formerly known as Clarksville, after Robert
    Clark, one of the first settlers, though the post office of
    Tecumseth, after the township, was for some years in the
    village, having been removed from some miles away. The
    change of the name to Beeton was effected in 1878 by
    D. A. Jones who conducted an apiary there.",Ontario,English
